31101,31332
9838,10020
14459,14951
19511,19666
39778,39798
45108,45583
36682,36722
6477,6565
2270,2492
1446,1624
8937,8948
8662,9067
40387,40703
20973,21086
3668,4087
39839,40069
9647,9800
14102,14365
10982,11220
36260,36566
207,325
7940,8251
35886,35978
147,393
42471,42667
38523,38932
29726,30085
2544,2901
29010,29387
37218,37381
4674,5022
7424,7638
45327,45636
19666,20087
31644,32093
26828,26929
27512,27814
620,936
33613,33953
27527,27687
40229,40609
31792,31859
48489,48958
27265,27479
30534,30686
44909,44978
23050,23133
17464,17480
45746,45833
33419,33787
18133,18272
40673,40897
13952,14439
43274,43708
29309,29730
14412,14488
10504,10638
48960,49237
15055,15378
27210,27466
12367,12845
39887,40165
8633,8919
41444,41780
26796,26848
35539,35824
23620,24078
24368,24520
23601,24061
13875,14346
37600,37852
7879,8009
30377,30586
8824,8841
42117,42537
9720,10008
38783,39034
655,1062
33890,34381
10938,11181
12168,12401
3251,3451
20093,20237
7713,7790
4138,4511
42366,42812
48374,48705
49322,49608
14863,14917
33623,33758
17296,17469
11227,11603
6786,7084
44472,44539
13245,13581
39391,39879
4414,4693
19409,19768
16081,16199
15490,15949
34930,35391
24940,24992
41558,41903
32460,32775
19987,20263
22931,23298
5584,5993
32206,32512
27906,28187
32217,32541
11670,12135
29997,30408
11889,12250
26538,26625
47086,47337
7792,7998
18695,18985
12448,12541
1954,2286
30473,30498
42363,42481
35697,35806
25454,25561
49380,49707
27966,28176
10022,10366
15430,15540
23664,23903
39715,40214
7682,8156
24286,24311
29291,29368
8969,9199
31267,31345
22589,22755
44980,45007
40806,41251
13358,13454
2122,2357
24982,25304
12716,12878
49275,49736
29024,29135
17236,17362
13407,13610
8346,8635
33455,33594
39232,39689
36649,36888
20977,21142
45848,45872
37153,37594
40451,40571
26580,27060
6559,6726
13645,14052
17772,17827
27795,28058
28709,29079
22887,22898
27434,27691
14348,14633
3539,3550
17623,18024
42627,43015
3926,4078
22551,22899
1901,2316
20805,21271
20542,20846
35088,35350
22818,22857
23313,23746
9322,9509
3112,3184
36643,37011
12540,13026
20627,20905
19076,19331
21063,21247
14817,15007
4538,4658
15725,15857
49376,49866
20687,20996
32562,32719
30647,31101
4974,5295
23409,23781
48128,48324
44930,45278
47454,47875
28815,28956
1850,2126
6839,7127
26025,26399
11826,11861
6796,7291
30927,31351
22644,22925
3731,4002
31601,32068
2518,2745
29839,30070
40578,40955
42923,43037
27278,27763
27390,27517
29659,29922
24355,24436
21720,21871
46698,47131
33370,33630
46283,46434
14192,14352
4556,4732
12543,12910
30624,30762
40226,40432
28854,29195
29023,29151
17883,18347
39237,39292
4865,4916
15502,15815
12126,12511
12593,12777
38224,38343
20134,20329
25958,26448
40810,40963
31276,31544
32990,33073
9791,10113
13690,13863
10446,10550
15521,15999
14348,14778
39093,39476
48871,49284
15255,15305
46776,47101
6394,6856
22162,22552
43700,43736
48244,48673
34321,34343
16644,17132
25443,25790
48992,49397
29889,30202
19106,19564
22767,22964
27078,27254
36807,36883
40974,41410
46374,46755
17468,17954
21267,21587
7190,7651
26426,26680
47415,47438
38029,38526
5049,5284
21771,22176
46670,46937
35971,36190
42230,42616
28354,28435
38278,38543
22538,22901
6239,6424
18366,18523
28949,29303
20358,20740
22332,22480
41042,41446
2641,2727
26227,26620
37515,37962
2020,2335
35072,35528
42339,42806
33749,33946
35028,35409
36166,36366
12730,13113
39710,40095
30371,30426
18453,18758
45073,45226
41277,41306
30531,30963
39894,40042
46637,46861
12788,12825
40602,41023
5679,5716
37053,37299
10524,10977
36925,37261
34744,35166
49271,49438
11554,11939
39243,39300
35830,35920
11070,11343
39713,40165
36166,36646
1526,1891
19867,20121
10117,10397
29360,29620
8170,8544
43196,43633
30992,31319
16901,17031
25188,25598
47327,47781
33906,34265
38096,38449
5888,5959
9572,10023
37874,38365
32196,32389
19277,19679
21840,22293
39385,39623
6181,6333
23484,23887
16116,16507
47705,48145
2073,2127
20710,20983
41986,42323
25741,25865
34690,35154
1072,1559
37809,38100
44282,44541
11800,11872
17090,17168
38322,38489
9309,9570
28462,28834
32431,32888
27277,27704
12497,12572
48293,48787
46663,47047
5131,5396
11542,11600
34250,34658
42699,43020
33834,34065
4640,4690
33170,33640
46987,47289
40942,41414
46179,46223
40292,40593
26091,26466
3263,3639
12659,12779
47400,47782
5964,6141
29941,30325
23578,23995
16925,17110
43412,43782
6786,7011
13850,13895
20442,20780
8262,8527
49401,49709
3107,3147
15740,15960
27933,28206
8179,8440
3684,3764
32870,33155
38130,38165
42602,43020
25567,25588
392,653
28877,28945
15661,15907
32150,32266
37945,37985
23639,23779
34835,35124
42764,43245
16676,16941
1242,1304
17989,18354
8753,8988
39038,39372
38373,38570
49364,49664
17767,17827
38349,38783
36952,37156
41098,41503
20852,21218
1657,2101
47000,47276
38625,38809
9854,10213
37843,38135
49240,49392
32120,32534
36884,37224
42888,43257
23665,23805
32026,32111
14032,14518
22268,22330
11845,12060
23405,23883
23049,23523
28102,28143
27521,27945
4145,4638
39144,39257
33745,33755
48040,48471
14311,14472
20188,20575
29949,30291
45337,45443
201,310
8742,8791
18130,18434
31563,32056
18666,19025
49461,49614
16650,16673
26521,26625
16797,17097
20001,20450
13749,14014
18971,19081
5377,5674
1805,2231
29751,29852
20175,20273
32511,32572
42949,43107
16152,16219
8926,9242
39365,39815
