45014,79712
9041,79116
48096,78023
35566,50344
41228,50335
22066,80667
28251,50826
3182,75221
46950,94557
45983,50392
2343,58321
22158,64674
31454,74654
13849,92221
45758,54136
45669,93295
6530,51849
4399,59142
44536,70628
17570,76069
37872,94071
48270,87452
14453,93634
38353,64924
22645,65528
36923,78766
3667,83170
30258,88582
47797,59376
42797,54802
30383,76966
22888,93407
27490,58530
6174,82937
2300,72142
32591,53868
25732,96439
6554,62120
45414,83570
28381,77797
18393,82973
17476,79665
17324,57803
28112,66408
10219,96403
21115,78328
17456,64373
42474,71442
18021,86332
44001,57776
39847,84798
41487,95524
11761,54577
40404,63393
8300,52708
23828,61187
41985,93424
13861,50284
48165,63147
29197,64138
11528,93813
43218,93941
39073,54892
10830,71994
27540,96951
23032,77037
18938,62222
14314,74784
7411,99814
32499,66114
26116,98659
41359,69616
13230,62092
16119,96657
17232,77498
13233,89744
3947,51830
5171,60951
9541,90938
34176,79112
13068,89108
49885,61430
27588,88244
23481,75164
27177,53127
26588,97562
14175,71699
16749,58102
21764,66254
18572,75702
30275,59073
40870,57662
26617,81431
14793,54948
13107,91139
24126,90932
1448,71810
32770,74420
14642,63585
7270,65145
13387,92774
43220,51216
25430,95569
29056,59408
26159,58655
25624,60876
13526,66508
46906,91100
1547,68752
8048,87090
14998,68985
48732,79201
37421,73245
22222,67472
46574,96137
15195,93474
7253,58889
37551,67414
13754,50967
42071,75002
49089,64574
4971,67721
28338,96279
18615,85350
3534,93242
13874,91993
36474,83307
35612,60407
36011,59618
27088,73196
35630,87953
48215,81454
18562,81553
9560,58650
21293,94656
26917,87750
44315,59922
25688,65773
36544,68631
9524,70617
18274,93324
30827,86183
41058,71514
38012,99007
29346,89792
48242,84816
778,85726
6441,81720
28145,71966
39855,56217
19450,55548
27309,59980
7795,90365
45308,69855
17465,76274
19353,86719
39440,60493
21858,59185
1497,61201
22490,83833
24239,54840
15148,81942
1926,71717
39117,58374
37575,80960
6137,51664
13774,71523
42242,99292
10468,88609
28657,96819
49086,54360
47680,70772
36824,88535
14286,59960
49905,89774
28051,51831
31681,82885
22316,83909
22478,77931
24140,77185
45318,83485
28445,73119
26650,56889
49221,59052
11325,78090
45453,77212
35339,51295
35013,50124
31770,70094
27996,68395
33644,84875
27294,79516
2599,98725
13858,52649
36789,94763
29678,65280
40617,80827
41073,85292
43362,54743
37754,87915
33503,76470
30399,95835
7721,54045
13512,71595
17028,61478
40244,85960
12510,64016
34856,75689
10243,74454
31621,81832
28751,72082
33141,77302
32205,50433
41139,99527
15561,61883
304,57905
2551,85478
3801,71108
48487,69071
46860,91939
25297,77332
27201,54266
35892,51267
25666,69626
44010,80103
48722,53142
5682,55955
49029,64637
32184,90287
41759,72330
3760,52670
6860,76282
1032,50979
26066,80579
9901,99523
32128,94853
32968,81771
6435,69254
28208,77665
37867,99922
4547,77273
49472,82324
8623,86236
41824,98514
21269,94166
8858,79206
5793,67970
26205,70038
38252,72079
32781,96024
49887,60729
11453,75477
4108,82296
39458,80007
12563,97369
18139,87557
32820,74288
37789,91162
18053,77984
11910,66832
7014,91846
1462,82868
38431,82422
21515,85807
7570,67294
25996,56314
39891,76299
12908,64678
394,75850
14974,74472
707,89350
49984,91130
33291,56478
11957,95754
44274,56529
47221,83377
7428,88246
871,62724
30786,56144
989,85718
15035,91728
44087,51820
18475,62451
33461,69164
32183,54838
3381,55817
19433,57083
16923,56275
36270,87968
15812,51716
36206,66134
4081,67702
34785,86389
33441,58605
20544,55093
20630,92575
45641,73272
17891,59215
528,99204
37743,84661
13728,91649
29756,99653
10765,71136
36456,91944
17026,62388
902,77381
14806,65187
19247,80319
49229,85332
45615,57624
940,94478
45595,72194
3712,85171
48672,56711
19290,78425
30736,94441
26441,79229
20270,61309
2415,95864
45550,98551
10189,87097
37101,91968
14309,90396
32232,70343
16178,85237
10833,73395
4153,52773
47328,79275
46830,80697
2854,97983
38653,78004
25326,73638
10154,87976
25793,57456
509,56535
29137,87575
2460,77645
22213,96640
32252,75972
23188,61466
42009,57483
44405,88704
24234,75361
46026,87666
14514,60592
9132,77549
10930,79530
3781,79973
6729,77595
30388,59201
1668,85523
16394,59559
39523,76539
23170,87260
9185,50504
6960,56941
8863,66255
26245,73539
24586,67488
298,88496
22442,85709
29466,76582
26687,69742
21731,88532
17151,99437
47946,72072
8157,77276
20336,98199
32435,81840
5500,60377
